exam_type,exam_date,task_no,task_text,pdf,page,points,time_est,efficiency,difficulty_guess,type,frequency_score,concepts,snippet,task_id,cluster_id,cluster_label
MI,2014-04-23,1,"Zadatak 1. (7 bodova)

Svaki zapis datoteke podaci.dat organizirane po načelu raspršenog adresiranja sadrži podatke o jednom studentu i
njegovoj ocjeni na kolegiju Algoritmi i strukture podataka: šifru studenta (znakovni niz duljine 10 znakova), ime
studenta (duljine do 20 znakova), prezime studenta (duljine do 30 znakova) te ocjenu (int).
Šifra nula (""0"") označava prazan zapis. Veličina bloka na disku je 4096 B. Očekuje se najviše 10000 zapisa, a kapacitet
tablice treba biti 15% veći. Prilikom upisa primjenjuje se metoda cikličkog preljeva. Ključ zapisa je sifra, a pretvorba
ključa u adresu se obavlja već pripremljenom funkcijom prototipa:
int adresa (char *sifra);
Napišite program koji će odrediti prosječnu ocjenu svih studenata čiji su zapisi završili u preljevu. Pretpostavite da u
datoteci nije bilo brisanja (i iskoristite tu pretpostavku u radu s datotekom). Na zaslon je potrebno ispisati podatke za
sve studente za koje zapisi nisu završili u preljevu, a kojima je ocjena veća ili jednaka prosječnoj ocjeni studenata čiji
su zapisi završili u preljevu.
Primjer: Neka je prosječna ocjena 3,64. Student Ivan Novak ima ocjenu 4 i šifru 0036123456, a njegov zapis ne nalazi
se u preljevu. Funkcija na zaslon mora ispitati njegove podatke u sljedećem formatu (prva linija označava znakovna
mjesta pri ispisu):
1234567890123456789012345678901234567890123456789012345678901234567890
0036123456 Novak Ivan 4",,,,,,,,,,,MI|2014-04-23|1,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
MI,2014-04-23,2,"Zadatak 2. (5 bodova)

Kvazi-binomni koeficijenti K(n,m) su definirani sa
K(n, m) = K(n-1, m-1) + m ∙ K(n-1, m+1) ;
K(n, n) = K(n, 0) = 1 .
Ako je n < 0 ili m > n, onda je K(n, m) = 0.
Napišite rekurzivnu funkciju kvazi_binomni koja će za bilo koji n i m izračunati vrijednost kvazi-binomnog
koeficijenta K(n,m).",,,,,,,,,,,MI|2014-04-23|2,0,"Ovaj zadanični skup može se opisati sledećim šablonom:

""Rekurzivne funkcije i vremena izvođenja""

ili

""Funkcije i njihova vremena izvođenja"""
MI,2014-04-23,3,"Zadatak 3. (5 bodova)

Svaki prirodni broj N ≥ 2 može se napisati u obliku rastava na proste faktore:
N=p n1 ∙ p n2 ∙∙∙ p nk,
1 2 k
gdje su p , i=1,…,k, različiti prosti brojevi (prosti faktori), a eksponenti n ,…,n su prirodni brojevi.
i 1 k
Napišite rekurzivnu funkciju najveci_eksponent koja će za zadani broj N odrediti najveći eksponent s kojim se neki
prosti broj pojavljuje u rastavu broja N na proste faktore (najveći od brojeva n ). Prototip funkcije je:
i
int najveci_eksponent (int n, int m);
pri čemu je m trenutačni djelitelj (p ). Početni poziv funkcije za zadani n je oblika najveci_eksponent(n,2).
i
Primjeri:
Za N = 6, funkcija treba vratiti 1 jer 6 = 21 ∙ 31.
Za N = 8, funkcija treba vratiti 3 jer 8 = 23.
Za N = 36, funkcija treba vratiti 2 jer 36 = 22 ∙ 32.",,,,,,,,,,,MI|2014-04-23|3,0,"Ovaj zadanični skup može se opisati sledećim šablonom:

""Rekurzivne funkcije i vremena izvođenja""

ili

""Funkcije i njihova vremena izvođenja"""
MI,2014-04-23,4,"Zadatak 4. (4 boda)

Napišite funkciju prototipa
int trazi_visestruke (int *polje, int brojElemenata)
koja u zadanom polju pozitivnih cijelih brojeva (vrijednost svakog pojedinog broja je manja od 101) provjerava ima li
brojeva koji se ponavljaju. Funkcija vraća logičku vrijednost istina (1) ako polje ima ponavljajuće brojeve, odnosno
logičku vrijednost laž (0) u suprotnom. Dozvoljena složenost tražene funkcije je O(n), gdje je n =
brojElemenata.
Napomena: Rješenje složenosti veće od O(n) nositi će značajno manje bodova.
Naputak: Koristite pomoćno polje za utvrđivanje učestalosti brojeva.",,,,,,,,,,,MI|2014-04-23|4,1,"Zadatak 2: Implementacija jednostruko povezane linearne liste
Zadatak 1: Pascalov Trokut
Zadatak 3: Sistemski stog"
MI,2014-04-23,5,"Zadatak 5. (4 boda)

Zadano je polje brojeva s elementima: 91, 7, 8, 20, 5, 18, 4, 9. Ilustrirajte uzlazno sortiranje zadanog niza
brojeva (ispišite polje nakon svake promjene i potcrtajte sve brojeve relevantne za sljedeći korak) algoritmom
shellsort uz korake k = 4, 2, 1
Rješenja
1. (7 bodova)
#include <stdio.h>
#include <string.h>
#define N 10000
#define BLOK 4096
#define C BLOK/sizeof (zapis)
#define M (int)(N * 1.15/C)
typedef struct {
char sifra[10 + 1];
char ime[20 + 1];
char prezime[30 + 1];
int ocjena;
} zapis;
int adresa(int sifra);
int main() {
FILE *f = NULL;
zapis pretinac[C];
int i, j, sumaOcjena = 0, brStudenata = 0;
float prosjecnaOcjena = 0;
f = fopen(""podaci.dat"", ""rb"");
/*Dohvat ocjena iz zapisa koji su zavrsili u preljevu*/
for(i = 0; i < M; i++) {
fseek(f, i * BLOK, SEEK_SET);
fread(pretinac, sizeof(pretinac), 1, f);
for(j = 0; j < C; j++) {
if(strcmp(pretinac[j].sifra,""0"") == 0) {
/*Prazan zapis - prelazimo na sljedeci pretinac*/
break;
}
if(adresa(pretinac[j].sifra) != i) {
/*Preljev*/
brStudenata++;
sumaOcjena += pretinac[j].ocjena;
}
}
}
/*Racunanje prosjecne ocjene*/
prosjecnaOcjena = (float)sumaOcjena / brStudenata;
/*Na zaslon ispisujemo podatke za studente cija je ocjena >= prosjecnoj ocjeni*/
for(i = 0; i < M; i++) {
fseek(f, i * BLOK, SEEK_SET);
fread(pretinac, sizeof(pretinac), 1, f);
for(j = 0; j < C; j++) {
if(strcmp(pretinac[j].sifra,""0"") == 0) {
/*Prazan zapis - prelazimo na sljedeci pretinac*/
break;
}
if(adresa(pretinac[j].sifra) == i && pretinac[j].ocjena >= prosjecnaOcjena) {
/*Zapis koji nije preljev*/
printf(""%-11s%-30s%-20s%-9d\n"",
pretinac[j].sifra,
pretinac[j].prezime,
pretinac[j].ime,
pretinac[j].ocjena
);
}
}
}
fclose(f);
return 0;
}
2. (5 bodova)
int kvazi_binomni(int n, int m) {
if( ( n < 0 ) || ( m > n ) ) return 0;
if( ( m == 0 ) || ( n == m ) ) return 1;
return kvazi_binomni( n - 1, m - 1 )
+ m * kvazi_binomni( n - 1, m + 1 );
}
3. (5 bodova)
int najveci_eksponent(int n, int m){
int dalje, eksponent=0;
if (n<m) return 0; /* Osnovni slucaj */
while(n % m == 0){ /* Koliko puta m dijeli n */
eksponent++;
n /= m;
}
dalje= najveci_eksponent (n,m+1); /* Rekurzivno napredovanje */
if (dalje>eksponent) return dalje; /* Veci se vraca pozivajucoj proceduri */
return eksponent;
}
4. (4 boda)
int trazi_visestruke(int* polje, int brojElemenata) {
int *pomPolje = NULL;
pomPolje = (int *) malloc(
100 * sizeof(int));
for (int i = 0; i < 100; i++) {
pomPolje[i] = 0;
}
for (int i = 0; i < brojElemenata; ++i){
pomPolje[polje[i] - 1]++;
if (pomPolje[polje[i] - 1] > 1) {
return 1;
}
}
free(pomPolje);
return 0;
}
5. (4 boda)
Korak = 4
91 7 8 20 5 18 4 9
5 7 8 20 91 18 4 9
5 7 8 20 91 18 4 9
5 7 4 20 91 18 8 9
5 7 4 9 91 18 8 20
Korak = 2
5 7 4 9 91 18 8 20
4 7 5 9 91 18 8 20
4 7 5 9 91 18 8 20
4 7 5 9 91 18 8 20
4 7 5 9 91 18 8 20
4 7 5 9 8 18 91 20
4 7 5 9 8 18 91 20
Korak = 1
4 7 5 9 8 18 91 20
4 7 5 9 8 18 91 20
4 5 7 9 8 18 91 20
4 5 7 9 8 18 91 20
4 5 7 8 9 18 91 20
4 5 7 8 9 18 91 20
4 5 7 8 9 18 91 20
4 5 7 8 9 18 20 91",,,,,,,,,,,MI|2014-04-23|5,3,"Here is a possible label for the cluster:

""Uzlažno Sortiranje Algoritama"""
MI,2013-04-23,1,"Zadatak 1. (5 bodova)

Jedan zapis datoteke organizirane po načelu raspršenog adresiranja sadrži matični broj
studenta (int), ime i prezime (50+1 znak), godinu studija (int) te trenutni prosjek ocjena
(float). Prazni se zapis prepoznaje po matičnom broju jednakom nula (0). Veličina bloka
na disku je 2048 B. Očekuje se najviše 100000 zapisa, a tablica je dimenzionirana za 35%
veći kapacitet. Prilikom upisa primjenjuje se metoda cikličkog preljeva. Ključ zapisa je
matični broj, a pretvorba ključa u adresu se obavlja već pripremljenom funkcijom
int adresa(int matbr);
Napisati funkciju koja će odrediti u koji je pretinac izvorno (prilikom upisa u datoteku)
bilo upućeno najviše zapisa i potom vratiti broj zapisa upućenih u taj pretinac, a koji su
završili u preljevu. Ako ima više takvih pretinaca vratiti rezultat za bilo koji od njih.
Funkcija treba imati prototip:
int fun(FILE *f);",,,,,,,,,,,MI|2013-04-23|1,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
MI,2013-04-23,2,"Zadatak 2. (5 bodova)

Napišite rekurzivnu funkciju prototipa:
int prebroji_znamenke(int broj, int znamenka);
koja će odrediti učestalost (broj pojavljivanja) zadane znamenke u zadanom broju.
Napišite glavni program koji od korisnika (putem tipkovnice) prima broj i traženu
znamenku, poziva funkciju prebroji_znamenke i ispisuje dobiveni rezultat.
Napomena: Nerekurzivno rješenje neće se priznavati.",,,,,,,,,,,MI|2013-04-23|2,1,"Zadatak 2: Implementacija jednostruko povezane linearne liste
Zadatak 1: Pascalov Trokut
Zadatak 3: Sistemski stog"
MI,2013-04-23,3,"Zadatak 3. (5 bodova)

Neka je zadano polje a koje se sastoji od n cijelih brojeva. Napišite rekurzivnu funkciju
maxRekurzivno prototipa:
int maxRekurzivno(int a[],int n, int *brojPojavljivanja)
koja će pronaći najveći element u polju a te njegovu učestalost (koliko puta se taj element
pojavljuje u a).
Napomena: Nerekurzivno rješenje neće se priznavati.",,,,,,,,,,,MI|2013-04-23|3,1,"Zadatak 2: Implementacija jednostruko povezane linearne liste
Zadatak 1: Pascalov Trokut
Zadatak 3: Sistemski stog"
MI,2013-04-23,4,"Zadatak 4. (5 bodova)

a) (4 boda) Napišite funkciju prototipa
int trazi_element(int* polje, int brojElemenata, int element)
koja u zadanom polju cijelih brojeva binarnim pretraživanjem traži određeni
element. Funkcija vraća 1 ako polje sadrži traženi element, odnosno -1 u
suprotnom. Na raspolaganju je i pomoćna funkcija prototipa:
void sortiraj_polje(int* polje, int brojElemenata);
koja silazno sortira zadano polje.
U glavnom programu dinamički alocirajte polje cijelih brojeva i omogućite unos
elemenata polja sve dok korisnik ne unese -1. Nakon toga od korisnika zatražite
unos traženog elementa te provjerite i na konzolu ispišite je li uneseni element u
prethodno dinamički stvorenom polju cijelih brojeva. Za provjeru pripadnosti
elementa polju koristite svoju funkciju trazi_element.
b) (1 bod) Kolika je apriorna složenost cijelog postupka pod pretpostavkom da
funkcija sortiraj_polje primjenjuje merge sort algoritam?",,,,,,,,,,,MI|2013-04-23|4,1,"Zadatak 2: Implementacija jednostruko povezane linearne liste
Zadatak 1: Pascalov Trokut
Zadatak 3: Sistemski stog"
MI,2013-04-23,5,"Zadatak 5. (5 bodova)

Neka je definiran tip podatka:
typedef struct{
int prvi;
int drugi;
} podatak;
Zadano je polje tipa podatak s elementima:
3 7 2 9 3 2 9 4 8 5
4 3 4 5 1 1 6 7 4 0
0
Ilustrirajte uzlazno sortiranje zadanog polja po varijabli (atributu) prvi (ispišite polje
nakon svake promjene i označite sve elemente važne za sljedeći korak):
a) (2 boda) algoritmom mergesort i
b) (3 boda) algoritmom quicksort. Stožer za quicksort birajte metodom
aproksimacije medijana temeljem prvog, srednjeg i zadnjeg člana.
Napomena: Varijabla drugi se u ovom zadatku nikad ne koristi kao kriterij sortiranja.
Najčešde greške (redoslijed po učestalosti):
 Nepreskakanje u sljededi pretinac
nakon nailaska na prvog praznog u
tekudem
Rješenja
 Tretiranje praznog zapisa kao punog
1.  Krivo shvadanje zadatka; brojanje
zapisa i preljeva u svakom pretincu
#define N 100000
zasebno i vradanje pretinca s najviše
#define BLOK 2048
pripadajudih zapisa u njemu
#define C BLOK/sizeof (zapis)
#define M (int)(N*1.35/C) (ili varijacije na temu)
typedef struct z {
int matbr;
char ipr[50+1];
int godina;
float prosjek;
} zapis;
int fun(FILE *f){
zapis pretinac[C];
int i, j, zeljeni_pretinac;
int max_pretinac = 0, max_vrijednost = 0;
int broj_zapisa_za_pretinac[M] = {0};
int broj_preljeva_za_pretinac[M] = {0};
for (i = 0; i < M; i++) {
fseek (f, i*BLOK, SEEK_SET);
fread (pretinac, sizeof (pretinac), 1, f);
for (j = 0; j < C; j++) {
if (pretinac[j].sifra != 0) { //provjera je li zapis „pun“
zeljeni_pretinac = adresa(pretinac[j].sifra);
broj_zapisa_za_pretinac[zeljeni_pretinac]++;
if (zeljeni_pretinac != i) {
broj_preljeva_za_pretinac[zeljeni_pretinac]++;
}
}
else
break; //nakon prvog praznog u pretincu, svi su
//ostali prazni
}
}
for (i = 0; i < M; i++) {
if (broj_zapisa_za_pretinac[i] > max_vrijednost) {
max_pretinac = i;
max_vrijednost = broj_zapisa_za_pretinac[i];
}
}
return broj_preljeva_za_pretinac[max_pretinac];
}
2.
int prebroji_znamenke(int broj, int znamenka)
{
//Negativni broj pretvori u pozitivan
if (broj < 0) broj *= -1;
//Sve znamenke do zadnje
if (broj > 10)
{
if (broj % 10 == znamenka) return 1 + prebroji_znamenke(broj/10, znamenka);
else return prebroji_znamenke(broj/10, znamenka);
}
//Zadnja znamenka – uvjet završetka – funkcionira i za ulaz (0,0)
else
{
if (broj == znamenka) return 1; Najčešde greške (redoslijed po učestalosti):
else return 0;
}  Ne uzimanje u obzir negativnih
}
brojeva
 Loš uvjet terminiranja koji ne
int main(int argc, char *argv[])
{ provjerava za slučaj ulaza (0,0)
int broj, znamenka;
 Krivi rekurzivni poziv
printf(""\nUnesite broj: "");  Neprihvadanje i neobrađivanje
scanf(""%d"", &broj);
vradene vrijednosti iz rekurzivnog
printf(""\nUnesite znamenku: "");
poziva
scanf(""%d"", &znamenka);
printf(""\nZnamenka %d pojavljuje se %d puta u broju %d."", znamenka,
prebroji_znamenke(broj, znamenka), broj);
return 0;
}
3.
int maxRekurzivno(int a[],int n, int *brojPojavljivanja)
{
int kandidat;
if (n==1){
*brojPojavljivanja=1;
return a[0];
}
kandidat=maxRekurzivno(a,n-1, brojPojavljivanja);
if (kandidat>a[n-1]){
return kandidat;
}
else if(kandidat==a[n-1]){
Najčešde greške (redoslijed po učestalosti):
(*brojPojavljivanja)++;
 Loš uvjet terminiranja koji vrada 0 što
return kandidat;
} u slučaju polja koji sadrži samo
else{
negativne brojeve daje krivo rješenje
*brojPojavljivanja=1;
 Krivi rad s pokazivačima
return a[n-1];
}  Neprihvadanje i neobrađivanje
}
povratne vrijednosti rekurzivnog
poziva
 Nepostavljanje brojača
*brojPojavljivanja na 1 u slučaju
da smo naišli na vedi broj od
dosadašnjeg maksimuma
 Rekurzivni poziv izveden na način koji
nije sintaksno točan u C-u (?!)
o Nedostaje ime funkcije,
navedene samo zagrade s
parametrima
 Mijenjanje sadržaja ulaznog polja
 Pisanje nedohvatljivog koda (npr. iza
return naredbe)
Postoji više mogućih realizacija funkcije
trazi_element koje se mogu dosta razlikovati u
izgledu koda. Studenti su češće pisali
rekurzivnu inačicu funkcije trazi_element što je,
naravno, posve prihvatljivo.
4. a)
Najčešde greške (redoslijed po učestalosti):
#include <stdio.h>  Nema obrazloženja u b) dijelu zadatka
#include <stdlib.h>
 Loše riješen unos polja
#include <malloc.h>
o Korišten malloc umjesto realloc
u petlji(ne čuvaju se stari
int trazi_element(int* polje, int brojElemenata, int element)
podatci)
{
// granice podpolja koje se pretrazuje o Korištenje polja fiksne veličine
int donji, srednji, gornji;
alociranog na stogu
//sortiranje polja  Poziv funkcije sortiraj_polje na način
sortiraj_polje(polje, brojElemenata);
koji nije sintaksno točan u C-u (?!)
// inicijalizacija  Krivi odabir dijela polja za sljededu
donji = 0; gornji = brojElemenata - 1; iteraciju
 Nepoznavanje binarnog pretraživanja -
while (donji <= gornji) {
korištenje slijednog pretraživanja
// ""prepolovi"" (pod)polje
 Mijenjanje sadržaja ulaznog polja u
srednji = (donji + gornji) / 2;
trazi_element
if (element < polje[srednji])
donji = srednji + 1; // trazeni element u desnom dijelu
else if (element > polje[srednji])
gornji = srednji - 1; // trazeni element u lijevom dijelu
else
return 1; // element pronadjen
}
return -1; // element nije pronadjen
}
int main(int argc, char *argv[])
{
int *polje = NULL;
int brojElemenata = 0, element;
while(1) {
printf(""\nUnesite %d.element polja: "", brojElemenata+1);
scanf(""%d"", &element);
if (element != -1)
{
polje = (int *) realloc(polje, (++brojElemenata) * sizeof(int));
polje[brojElemenata-1] = element;
}
else break;
}
printf(""Unesite elemente koji trazite u polju: "");
scanf(""%d"", &element);
if (trazi_element(polje, brojElemenata, element) == 1)
{
printf(""Zadani element se nalazi u polju."");
}
else
{
printf(""Zadani element se ne nalazi u polju."");
}
return 0;
}
b)
Složenost merge sort algoritma: O(n*logn)
Složenost binarnog pretraživanja: O(log n)
2
Složenost unosa polja: O(n) (nenavođenje ove komponente u obrazloženju se toleriralo zbog
nejednoznačnosti teksta podzadatka b)
Budući da se u okviru svakog poziva funkcije trazi_element polje najprije sortira merge sort
algoritmom (pozivom funkcije sortiraj_polje), ukupna složenost je: O(n*log n) + O(log n), tj.
2
O(n*log n)
5. Mergesort – uzlazno. Više je mogudih, točnih, rješenja - ovisno o izborima. Ovdje je dano
rješenje za konzistentno vedu lijevu podparticija u slučaju dijeljenja particije neparne veličine,
te u slučaju jednakosti ključeva uzimanje elementa iz lijeve particije(ovaj zadnji izbor osigurava
stabilnost algoritma). Zadatak za mergesort je mogude riješiti i sortiranjem samo niza
vrijednosti u varijabli prvi i nadopunjavanje dobivenog niza na kraju dodajudi adekvatno
poredane vrijednosti variabli drugi koristedi svojstvo stabilnosti mergesorta(za quicksort u
sljededem zadatku to ne možete).
3 7 2 9 3 2 9 4 8 5 Najčešde greške (redoslijed po
učestalosti):
4 3 4 5 1 1 6 7 4 0
 Sortiranje samo niza
0
vrijednosti u varijabli
prvi bez ikad navođenja
pripadnih vrijednosti
2 3 7 9 3 2 9 4 8 5
drugi; u zadatku je dano
4 4 3 5 1 1 6 7 4 0 polje tipa podatak koji je
0 strukturni tip i varijable
prvi i drugi su
nerazdvojive, sortiranje
2 3 7 3 9 2 9 4 8 5
smije mijenjati samo
4 4 3 1 5 1 6 7 4 0 redoslijed, ali ne i
0 originalne podatke
članova polja. Uz to,
vrijednosti varijable
2 3 3 7 9 2 9 4 8 5 drugi su važne i ne
4 4 1 3 5 1 6 7 4 0 mogu se ignorirati jer
nam omoguduju da
0
razlikujemo podatke s
identičnim vrijednostima
2 3 3 7 9 2 4 9 8 5 varijable prvi.
 Nekonzistetnost u
4 4 1 3 5 1 7 6 4 0
izvođenju algoritma
0
(pogotovo u pogledu
korištenih izbora)
2 3 3 7 9 2 4 9 5 8  Sortiranje samo niza
vrijednosti varijable prvi
4 4 1 3 5 1 7 6 0 4
te na kraju, u zadnjem
0
dijelu rješenja adekvatno
poredane vrijednosti
2 3 3 7 9 2 4 5 8 9
varijable drugi, ali nije se
4 4 1 3 5 1 7 0 4 6 navelo da se pritom
0 koristi svojstvo stabilnosti
mergesorta
2 2 3 3 4 5 7 8 9 9
4 1 4 1 7 0 3 4 5 6
0
Quicksort – uzlazno. Više je mogudih, točnih, rješenja - ovisno o izborima. Ovdje je dano
rješenje za konzistentno biranje stožera lijevo u slučaju nepostojanja jedinstvenog srednjeg
indeksa i prebacivanje jednakih elemenata u lijevu particiju. Također je napravljen izbor kod
insertion sorta, korištenog za sortiranje particija s manje od 3 elementa, da redoslijed
elemenata s istim ključevima sortiranja(prvi) ostaje isti.
Najčešde greške (redoslijed po
3 7 2 9 3 2 9 4 8 5 učestalosti):
 Sortiranje samo niza
4 3 4 5 1 1 6 7 4 0
vrijednosti u varijabli
0
prvi bez ikad navođenja
pripadnih vrijednosti
drugi; u zadatku je dano
3 7 2 9 3 2 9 4 8 5
polje tipa podatak koji je
8
4 3 4 5 1 1 6 7 4 0
strukturni tip i varijable
0
prvi i drugi su
nerazdvojive, sortiranje
smije mijenjati samo
3 7 2 9 8 2 9 4 3 5
redoslijed, ali ne i
4 3 4 5 4 1 6 7 1 0 originalne podatke
0 članova polja. Uz to,
vrijednosti varijable
drugi su važne i ne
3 2 2 9 8 7 9 4 3 5
mogu se ignorirati jer
4 1 4 5 4 3 6 7 1 0 nam omoguduju da
0 razlikujemo podatke s
identičnim vrijednostima
varijable prvi.
3 2 2 3 8 7 9 4 9 5  Nekonzistetnost u
izvođenju algoritma
4 1 4 1 4 3 6 7 5 0
(pogotovo u pogledu
0
korištenih izbora)
 Preskakanje koraka
2 2 3 3 8 7 9 4 9 5  Krivo izvedeno rukovanje
stožerom
1 4 4 1 4 3 6 7 5 0
o Uopde nema
0
skrivanja stožera
o Kod skrivanja i
2 2 3 3 5 7 8 4 9 9 vradanja stožera
svi se elementi
1 4 4 1 0 3 4 7 5 6
između pomiču
0
lijevo ili desno,
umjesto samo
zamjene stožera s
2 2 3 3 5 7 9 4 8 9
nekim drugim
1 4 4 1 0 3 5 7 4 6 elementom
0  Krivo preslagivanje
elemenata u particije
2 2 3 3 5 7 4 9 8 9
1 4 4 1 0 3 7 5 4 6
0
2 2 3 3 5 7 4 8 9 9
1 4 4 1 0 3 7 4 5 6
0
2 2 3 3 4 5 7 8 9 9
1 4 4 1 7 0 3 4 5 6
0
Algoritmi i strukture podataka - međuispit
25.travnja 2012.
Nije dopušteno korištenje globalnih i statičkih varijabli te naredbe goto.",,,,,,,,,,,MI|2013-04-23|5,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
MI,2013-04-23,1,"Zadatak 1. (5 bodova)

Zadana je tablica raspršenog adresiranja s 8472 zapisa pohranjena u datoteci
""podaci.dat"" koja sadrži zapise definirane strukturom
typedef struct {
int sifra; //šifra studenta
char prezimeIme[70+1]; //Prezime i ime studenta
int logickiObrisan; //Je li zapis logički obrisan
} zapis;
Zapis je prazan ako je sifra = 0. Zapis je logički obrisan ako je logickiObrisan = 1.
Preljevi su realizirani ciklički, upisom u prvi sljedeći slobodni pretinac. Pretinci su
usklađeni s veličinom bloka od 512 okteta. Hash-tablica predimenzionirana je za 30%.
Neka je ključ šifra studenta. Transformacija ključa u adresu obavlja se zadanom
funkcijom int adresa (int sifra). Napišite pretprocesorske direktive #define
kojima se određuju parametri raspršenog adresiranja.
a) Napišite funkciju za logičko brisanje zapisa. Funkcija vraća 1 ako je pronašla i
obrisala zapis a 0 inače. Funkcija ima prototip:
int brisi(int sifra, FILE *f)
b) Napišite funkciju za dodavanje zapisa koja će zapis upisati na mjesto prvog
praznog zapisa ili logički obrisanog zapisa u pretincu. Funkcija vraća 1 ako je
uspješno dodala zapis a 0 inače. Funkcija ima prototip:
int upisi(int sifra, zapis novi, FILE *f)",,,,,,,,,,,MI|2013-04-23|1,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
MI,2013-04-23,2,"Zadatak 2. (5 bodova)

a) Napišite rekurzivnu funkciju koja će tehnikom raspolavljanja izračunati i vratiti
sumu članova polja.
b) Napišite glavni program u kojem ćete učitati elemente polja s tipkovnice. Broj
elemenata polja nije unaprijed poznat, a učitavanje se prekida kada se učita broj
0. Za pohranu elemenata potrebno je koristiti dinamički alocirano polje, a
elementi se smiju učitati samo jednom.
Napomena: Nerekurzivno rješenje neće se priznavati.",,,,,,,,,,,MI|2013-04-23|2,1,"Zadatak 2: Implementacija jednostruko povezane linearne liste
Zadatak 1: Pascalov Trokut
Zadatak 3: Sistemski stog"
MI,2013-04-23,3,"Zadatak 3. (5 bodova)

a) Napišite bilo kakvu funkciju vremenske složenosti O(2n). n neka bude neki
cjelobrojni ulazni argument.
b) Kolika je vremenska složenost izračunavanja faktorijela nekog broja n u O
notaciji?
c) Kolika je vremenska složenost pronalaska svih permutacija nekog niza u O
notaciji (u ovisnosti o n, duljini niza )?",,,,,,,,,,,MI|2013-04-23|3,0,"Ovaj zadanični skup može se opisati sledećim šablonom:

""Rekurzivne funkcije i vremena izvođenja""

ili

""Funkcije i njihova vremena izvođenja"""
MI,2013-04-23,4,"Zadatak 4. (5 bodova)

a) Napišite matematičku definiciju algoritma quicksort u 4 koraka (quicksort(S))
b) Napišite rekurzivnu funkciju prototipa:
int qsort(int* niz, int lijevo, int desno);
koja će sortirati ulazni niz quicksort metodom. Na raspolaganju sljedeće funkcije:
int medijan(int* niz, int lijevo, int desno);
Funkcija kao argumente prima niz te indekse krajnjeg lijevog i krajnjeg desnog
elementa podniza unutar kojega se traži stožerni element. Funkcija vraća indeks
stožernog elementa (medijana).
int preslozi(int* niz, int stozerInd, int lijevo, int desno);
Funkcija kao argumente prima niz, indeks stožera te indekse krajnjeg lijevog i
krajnjeg desnog elementa podniza unutar kojega se radi preslagivanje. Funkcija
vraća indeks novog stožera.",,,,,,,,,,,MI|2013-04-23|4,9,Izvrtanje stoga odozgo nizom
