task_id,exam_type,exam_date,task_no,task_text,cluster_id,cluster_label,outlier_score,pdf,page,points,time_est,efficiency,difficulty_guess,type,frequency_score,concepts,snippet,centroid_outlier_score
ZI|2026-02-06|3,ZI,2026-02-06,3,"Web shop sadrži proizvode sa sljedećim cijenama: 
3, 9, 2, 7, 6, 4, 1, 5 
a) Za zadani niz cijena prikažite stvaranje gomile min-heap gdje se gomila gradi odjednom pozivima funkcije 
podesi. U svakom koraku u kojemu se obavlja zamjena trebaju biti označeni članovi polja koji su zamijenjeni te 
treba prikazati polje nakon svake zamjene. 
 
b) Web shop želi prikazati 3 najpovoljnija proizvoda na temelju min‑heap gomile iz a) dijela zadatka, bez potpunog 
sortiranja cijele liste. Korištenjem algoritma heapsort nad dobivenom min‑heap gomilom potrebno je prikazati 
sadržaj polja nakon tri uzastopna poziva funkcije podesi nad korijenskim čvorom.",5,Gomila,0.099373356,ZI_svi_do_2026.pdf,2.0,10.0,30.0,0.3333333333,3.0,core,3.0,heap,Zadatak 3. (10 bodova) Web shop sadrži proizvode...,0.8
ZI|2026-02-06|4,ZI,2026-02-06,4,"Zadana su sučelja koja služe implementaciji tablice raspršenog adresiranja. 
template <typename T, typename K> 
class IHashableValue { 
 public: 
 virtual K GetKey() const = 0; 
}; 
 
template <typename T, typename K> 
class IHash { 
 protected: 
 int size; 
 IHashableValue<T, K> **hash; 
 
 public: 
 IHashableValue<T, K> *Get(K key); 
 void Add(IHashableValue<T, K> *element); 
}; 
Svaki objekt koji se upisuje u tablicu raspršenog adresiranja implementira sučelje IHashableValue. Varijabla 
IHashableValue<T, K> **hash služi pohrani tablice raspršenog adresiranja, a varijabla size određuje veličinu 
tablice. 
Potrebno je napisati klasu HashLinearHashing koja implementira sučelje IHash tako da koristi tehniku otvorenog 
linearnog adresiranja. Klasa HashLinearHashing treba imati implementirane metode Add i Get. Potrebno je 
implementirati funkciju GetLoadFactor kojom se dohvaća trenutni faktor opterećenja hash-tablice 𝛼. 
Hash-tablicu treba dimenzionirati na 50000 zapisa (konstanta M). Potrebno je napisati glavni program kojim se hash-
tablica puni nasumičnim brojevima u intervalu [1000, 10000], sve dok se ne dostigne faktor opterećenja 𝛼 koji iznosi 
0,6. Kao funkciju raspršenja potrebno je koristiti unaprijed definiranu funkciju int Method1(int key).Ovu funkciju 
nije potrebno implementirati.",6,Hash tablica,0.034846712,ZI_svi_do_2026.pdf,2.0,10.0,30.0,0.3333333333,3.0,core,3.0,hashing,Zadatak 4. (10 bodova) Zadana su sučelja...,0.058823529411764705
ZI|2026-02-06|5,ZI,2026-02-06,5,"RJEŠENJA UPISATI NA OVOME PAPIRU 

Za zadane zadatke odgovor upišite u predviđena polja. 
a) (2 boda) Izračunati LPS polje koje 
se koristi u Knuth-Morris-Pratt 
algoritmu za niz prikazan u tablici: 
A 
A B B A A A 
 
 
 
 
 
 
 
 
b) (3 boda) Napišite funkciju GetHash kojom se računa sažetak (hash) 
zadanog znakovnog niza u algoritmu Rabin-Karp. 
 
 
Rješenje: 

 
Rješenje 
1.zadatak 
 
// javni funkcijski član: 
void dodajNove(BStablo<T>& pomStablo) { 
 dodajNove(korijen, pomStablo.korijen); 
} 
 
// pomoćni funkcijski članovi (protected): 
void dodaj(shared_ptr<Cvor>& cvor, const T& noviElem) { 
 if (cvor) { 
 if (cvor->elem < noviElem) 
 dodaj(cvor->desno, noviElem); 
 
 else if (cvor->elem > noviElem) 
 dodaj(cvor->lijevo, noviElem); 
 
 else {} // ne treba ništa, jer element postoji u stablu 
 } 
 else { 
 cvor = std::make_shared<Cvor>(noviElem); 
 } 
} 
 
// sve elemente koji ne postoje u trenutnom stablu, a postoje u novom stablu, dodati u 
// trenutno stablo 
void dodajNove(shared_ptr<Cvor>& korijen, shared_ptr<Cvor>& korijenNovi) { 
 // npr. inorder obilazak pomoćnog stabla; 
 if (korijenNovi) { 
 if (korijenNovi->lijevo) 
 dodajNove(korijen, korijenNovi->lijevo); 
 
 // dodaj novi element, ako ne postoji u stablu 
 dodaj(korijen, korijenNovi->elem); 
 
 if (korijenNovi->desno) 
 dodajNove(korijen, korijenNovi->desno); 
 } 
} 
 
// odsječak glavnog programa, npr. 
BStablo<int> bStablo, bStabloNovo; 
bStablo.dodajNove(bStabloNovo); 
 
 

 
2. zadatak 
 
a) DFSR 
 
void DFSR(vector<int> listaSusjedstva[], vector<bool>& obidjeni, int vrh) { 
 obidjeni[vrh - 1] = true; 
 cout << vrh << "" ""; 
 
 for (int v: listaSusjedstva[vrh - 1]) { 
 if (!obidjeni[v - 1]) 
 DFSR(listaSusjedstva, obidjeni, v); 
 } 
} 
 
b) DFSR obilazak 
1, 2, 3, 5, 4 
 
 
 

 
3. zadatak 
 
Min-heap 
 
3, 9, 2, 7, 6, 4, 1, 5 (podesi 7) 
3, 9, 2, 5, 6, 4, 1, 7 (podesi 2) 
3, 9, 1, 5, 6, 4, 2, 7 (podesi 9) 
3, 5, 1, 7, 6, 4, 2, 9 (podesi 3) 
1, 5, 2, 7, 6, 4, 3, 9 
 
 
Heapsort (prva tri poziva podesi) 
 
1, 5, 2, 7, 6, 4, 3, 9 (zamjena prvog i zadnjeg) 
9, 6, 4, 5, 3, 2, 3, 1 (podesi 9) 
2, 5, 3, 7, 6, 4, 9, 1 (zamjena prvog i zadnjeg) 
9, 5, 3, 7, 6, 4, 2, 1 (podesi 9) 
3, 5, 4, 7, 6, 9, 2, 1 (zamjena prvog i zadnjeg) 
9, 5, 4, 7, 6, 3, 2, 1 (podesi 9) 
4, 5, 9, 7, 6, 3, 2, 1 
 
Najpovoljnije cijene su 1, 2, 3 
 
 

 
4. zadatak 
 
#define M 50000 
#define KOEF 0.6 
 
 
template < typename T, typename K> 
class HashLinearHashing : public IHash<T, K> { 
private: 
 void Empty() { 
 size_t i; 
 for (i = 0; i < this->size; i++) { 
 this->hash[i] = nullptr; 
 } 
 } 
 //Method1 nije potrebno pisati 
 int Method1(int id) const { return id % M; } 
 
public: 
 void Add(IHashableValue<T, K>* element) { 
 int h1 = Method1(element->GetKey()); 
 int index; 
 for (int i = 0; i < this->size; i++) { 
 index = (h1 + i) % this->size; 
 if (this->hash[index] == nullptr) { 
 this->hash[index] = element; 
 break; 
 } 
 } 
 } 
 
 IHashableValue<T, K>* Get(K key) { 
 int h1 = Method1(key); 
 int index; 
 for (int i = 0; i < this->size; i++) { 
 index = (h1 + i) % this->size; 
 if (this->hash[index] != nullptr && (*this->hash[index]).GetKey() == key) { 
 return this->hash[index]; 
 } 
 } 
 return nullptr; 
 } 
 
 //kontruktor nije potrebno pisati 
 HashLinearHashing(size_t size) { 
 this->size = size; 
 this->hash = new IHashableValue<T, K>*[this->size]; 
 this->Empty(); 
 } 
 
 float GetLoadFactor() { 
 float n = 0; 
 for (int i = 0; i < this->size; i++) { 
 if (this->hash[i] != nullptr) { n++; } 
 } 
 return n/this->size; 
 } 
}; 
 
//ovu klasu nije potrebno pisati 
class HashElem : public IHashableValue<HashElem, int> { 
public: 
 int id; 
 HashElem(int id = 0) : id(id) { } 
 virtual int GetKey() const { return id; } 
}; 
 

 
 
 
int main() { 
 HashLinearHashing<HashElem, int> hash(M); 
 HashElem elem[M]; 
 srand(time(NULL)); // srand(time(nullptr)); 
 for (int i = 0; i < M; i++) { 
 elem[i] = rand() % 9001 + 1000; 
 hash.Add(&elem[i]); 
 if (hash. GetLoadFactor () > KOEF) 
 break; 
 } 
 cout << hash.GetLoadFactor() << endl; 
} 
 
 
 
 

 
5. zadatak 
 
a) 
 
A A B B A A A 
0 1 0 0 1 2 2 
 
b) 
 
#define D 256 
#define PRIME 251 
 
static int GetHash(string s, int startIndex, int length) { 
 int hash = 0; 
 for (int i = 0; i < length; i++) { 
 hash = (D * hash + s[i + startIndex]) % PRIME; 
 } 
 return hash; 
}",0,Sortiranje,0.07024069,ZI_svi_do_2026.pdf,2.0,5.0,10.0,0.5,2.0,detail,6.0,hashing|queue|string_algos,Zadatak 5. (5 bodova) Izračunati LPS polje...,0.5862068965517241
ZI|2025-02-07|1,ZI,2025-02-07,1,"Zadan je razred BStablo kojim se implementira binarno stablo za traženje (za svaki čvor: lijevo su upisani elementi 
koji su manji od elementa zapisanog u tom čvoru, a desno veći): 
template <typename T> class BStablo 
{ 
public: 
 BStablo() : korijen(nullptr) {} 
 void unos(const T& elem); 
 … 
protected: 
 struct Cvor { 
 
 T elem; 
 shared_ptr<Cvor> lijevo, desno; 
 Cvor(const T &novi) : … 
 
 } 
 shared_ptr<Cvor> korijen; 
 … 
}; 
 
Primjeri: 
jesuPotomci(3, 9, 7) treba 
vratiti true, jer su 3 i 9 zapisani u 
potomcima čvora u koji je zapisan 7; 
jesuPotomci(1, 3, 4) treba 
vratiti true, jer su 1 i 3 zapisani u 
potomcima čvora u koji je zapisan 4; 
jesuPotomci(1, 4, 3) treba 
vratiti false, jer 4 nije zapisan u 
potomku čvora u koji je zapisan 3; 
jesuPotomci(1, 4, 19) treba 
vratiti false, jer 19 nije zapisan u 
nijednome čvoru; 
a) Potrebno je napisati javni funkcijski član koji će provjeriti jesu li vrijednosti a i b upisane u potomcima čvora u koji 
je upisana vrijednost c (vidjeti primjere). Prototip funkcijskog člana je: 
bool jesuPotomci(const T& a, const T& b, const T& c); 
Ako vrijednosti a, b ili c nisu upisane u stablo, funkcijski član treba vratiti false. 
Dozvoljeno je koristiti pomoćni funkcijski član ili članove, koje također treba napisati. 
b) Potrebno je napisati odsječak glavnog programa u kojemu se definiraju potrebne varijable i poziva funkcijski član 
jesuPotomci. 
Napomena: Pretpostavite da su definirani svi potrebni operatori za tip T (za usporedbu itd.). Nijedna se vrijednost u 
stablu ne može pojaviti više puta, tj. u stablo ne mogu biti upisani duplikati.",4,Binarno stablo,0.062096797,ZI_svi_do_2026.pdf,9.0,10.0,30.0,0.3333333333,3.0,core,6.0,bst|queue,Zadatak 1. (10 bodova) Zadan je razred BStablo...,0.2631578947368421
ZI|2025-02-07|2,ZI,2025-02-07,2,"RJEŠENJA UPISATI U PREDVIĐENI PROSTOR NA OVOM PAPIRU 

Zadan je graf G = (V, E), čiji je skup vrhova V = {A, B, C, D, E, F, G} (vidjeti sliku). 
a) Počevši od vrha A, napišite redoslijed obilaska vrhova rekurzivnim DFS algoritmom (neobiđene susjede 
vrhova grafa odabirati abecednim redoslijedom). 
b) Može li se za graf G odrediti Eulerova staza s početkom u vrhu A? Ako je moguće, navedite redoslijed 
obilaska vrhova za Eulerovu stazu (ako postoji više rješenja, dovoljno je navesti jedno). Ako nije moguće 
odrediti Eulerovu stazu, kratko obrazložite zašto nije moguće. 
 
a) Rješenje (DFS rekurzivni): 
 
 
b) Rješenje:",7,Graf,0.07929166,ZI_svi_do_2026.pdf,9.0,10.0,30.0,0.3333333333,3.0,core,6.0,graph|queue,Zadatak 2. (10 bodova) Zadan je graf...,0.3333333333333333
ZI|2025-02-07|3,ZI,2025-02-07,3,"Zadan je niz brojeva: 
3, 9, 2, 7, 6, 4, 1, 5 
Za zadani niz brojeva prikažite stvaranje gomile max-heap pomoću algoritma čije je vrijeme izvođenja O(n log2 n) (za 
n članova polja). U svakom koraku algoritma u kojemu se obavlja zamjena trebaju biti označeni članovi polja koji su 
zamijenjeni te treba prikazati polje nakon svake zamjene. 
Nakon toga je potrebno korištenjem algoritma heapsort sortirati elemente polja uzlazno. Prikazati sadržaj polja 
nakon svakog poziva funkcije podesi nad korijenskim čvorom. Prikaz rada algoritma zaustaviti nakon trećeg poziva 
funkcije podesi nad korijenskim čvorom.",5,Gomila,0.048994947,ZI_svi_do_2026.pdf,10.0,10.0,30.0,0.3333333333,3.0,core,5.0,complexity|heap,Zadatak 3. (10 bodova) Zadan je niz brojeva...,0.4666666666666667
ZI|2025-02-07|4,ZI,2025-02-07,4,"Zadana su sučelja koja služe implementaciji tablice raspršenog adresiranja. 
template <typename T, typename K> 
class IHashableValue { 
 public: 
 virtual K GetKey() const = 0; 
}; 
 
template <typename T, typename K> 
class IHash { 
 protected: 
 size_t size; 
 IHashableValue<T, K> **hash 
 
 public: 
 IHashableValue<T, K> *Get(K key); 
 void Add(IHashableValue<T, K> *element); 
 
}; 
Svaki objekt koji se upisuje u tablicu raspršenog adresiranja implementira sučelje IHashableValue. Varijabla 
IHashableValue<T, K> **hash služi pohrani tablice raspršenog adresiranja, a varijabla size određuje veličinu 
tablice. 
Potrebno je napisati klasu HashDoubleHashing koja implementira sučelje IHash tako da koristi tehniku otvorenog 
adresiranja s dvostrukim raspršenim adresiranjem. Klasa HashDoubleHashing treba imati implementirane metode 
Add i Get. Potrebno je implementirati konstruktor i destruktor u kojima treba adekvatno zauzeti i osloboditi potrebnu 
memoriju. 
U hash-tablici se očekuje 10000 zapisa, a željeni faktor opterećenja 𝛼 iznosi 0,6 (ili treba biti blizak toj vrijednosti). 
Potrebno je napisati glavni program kojim se hash-tablica puni s 10000 nasumičnih brojeva u intervalu [1, 10000]. 
Prilikom definicije hash-tablice potrebno odabrati adekvatnu veličinu hash-tablice na način da se prilikom adresiranja 
omogući obilazak svih pozicija (pretinaca) u tablici. 
Kao funkcije raspršenja potrebno je koristiti unaprijed definirane funkcije 
int Method1(int key) 
i 
int Method2(int key). Ove funkcije nije potrebno implementirati.",6,Hash tablica,0.036034785,ZI_svi_do_2026.pdf,10.0,10.0,30.0,0.3333333333,3.0,core,3.0,hashing,Zadatak 4. (10 bodova) Zadana su sučelja...,0.17647058823529413
ZI|2025-02-07|5,ZI,2025-02-07,5,"RJEŠENJA UPISATI NA OVOME PAPIRU 

Za zadane zadatke odgovor upišite u predviđena polja. 
a) (3 boda) Izračunati LPS polje koje se koristi u Knuth-
Morris-Pratt algoritmu za niz prikazan u tablici: 
AAABBBAAAB 
 
A A A B B B A A A B 
 
 
 
 
 
 
 
 
 
 
b) (2 boda) Izračunajte Levenshteinovu udaljenost riječi 
„algoritmi“ i „al-khwarizmi“. 
 
Rezultat: LD = ______________________ 
 
 
 
 
 

 
 
 
Rješenje 
1.zadatak (10 bodova) 
a) 
// javni funkcijski član: 
bool jesuPotomci (const T& a, const T& b, const T& c) { 
return jesuPotomci(korijen, a, b, c); 
} 
 
// pomoćni funkcijski članovi (protected): 
bool trazi(shared_ptr<Node>& cvor, const T& elem) { 
 if (cvor) { 
 if (cvor->elem < elem) 
 return trazi(cvor->desno, elem); 
 else if (cvor->elem > elem) 
 return trazi(cvor->lijevo, elem); 
 else // nadjen 
 return true; 
 } 
 return false; 
} 
 
bool jesuPotomci(shared_ptr<Node>& cvor, const T& a, const T& b, const T& c) { 
 if (cvor) { 
 if (cvor->elem == c) { 
 bool nadjenA = a < c ? trazi(cvor->lijevo, a) : trazi(cvor->desno, a); 
 bool nadjenB = b < c ? trazi(cvor->lijevo, b) : trazi (cvor->desno, b); 
 
 
 
 return nadjenA && nadjenB; 
 } 
 else if (cvor->elem < c) { 
 return jesuPotomci(cvor->desno, a, b, c); 
 } 
 else { 
 return jesuPotomci(cvor->lijevo, a, b, c); 
 } 
 } 
 return false; 
} 
 
 
b) 
BStablo<int> bstablo = BStablo<int>(); 
cout << bstablo.jesuPotomci(3, 6, 4) << endl; 
 
2. zadatak (10 bodova = 2 x 5 bodova) 
a) DFSR (5 bodova) 
A D B F E G C 
 
b) Eulerova staza (5 bodova) 
Rješenja moraju početi u vrhu A i završiti u vrhu C. Jedno od mogućih rješenja: 
A D B F G D F E D C 
 
3. zadatak (10 bodova) 
 

 
maxheap (5 bodova) 
 
3 
3, 9 
9, 3, 2 
9, 3, 2, 7 
9, 7, 2, 3, 6 
9, 7, 2, 3, 6, 4 
9, 7, 4, 3, 6, 2, 1 
9, 7, 4, 3, 6, 2, 1, 5 
9, 7, 4, 5, 6, 2, 1, 3 
 
Heapsort (prva tri poziva podesi) (5 bodova) 
 
9, 7, 4, 5, 6, 2, 1, 3 
3, 7, 4, 5, 6, 2, 1, 9 (podesi 3) 
7, 6, 4, 5, 3, 2, 1, 9 
1, 6, 4, 5, 3, 2, 7, 9 (podesi 1) 
6, 5, 4, 1, 3, 2, 7, 9 
2, 5, 4, 1, 3, 6, 7, 9 (podesi 2) 
5, 3, 4, 1, 2, 6, 7, 9 
 
 
4. zadatak (10 bodova) 
 
template < typename T, typename K> 
class HashDoubleHashing : public IHash { 
private: 
 void Empty() { 
 size_t i; 
 for (i = 0; i < this->size; i++) { 
 hash[i] = nullptr; 
 } 
} 
 
public: 
 virtual void Add(IHashableValue<T, K>* element) const { 
 int h1 = Method1(element->GetKey()); 
 int h2 = Method2(element->GetKey()); 
 int index; 
 for (int i = 0; i < this->size; i++) { 
 index = (h1 + i * h2) % this->size; 
 if (hash[index] == nullptr) { 
 hash[index] = element; 
 break; 
 } 
 } 
 } 
 
 virtual IHashableValue<T, K>* Get(K key) const { 
 int h1 = Method1(key); 
 int h2 = Method2(key); 
 int index; 
 for (int i = 0; i < this->size; i++) { 
 index = (h1 + i * h2) % this->size; 
 if (hash[index] != nullptr && (*hash[index]).GetKey() == key) { 

 
 return hash[index]; 
 } 
 } 
 return nullptr; 
 } 
 
 HashDoubleHashing(size_t size) { 
 this->size = size; 
 this->hash = new IHashableValue<T, K>*[this->size]; 
 this->Empty(); 
 } 
 
 ~HashDoubleHashing() { delete[] this->hash; } 
} 
 
class HashElem : public IHashableValue<HashElem, int> { 
public: 
 int id; 
 HashElem(int id = 0) : id(id) { } 
 virtual int GetKey() const { return id; } 
}; 
 
 
#define M 10000 
#define KOEF 0.6 
#define M1 (int)(M / KOEF) 
int main() { 
 ... 
 M2 = najbliziPrimBroj(M1); 
 HashDoubleHashing<HashElem, int> hash(M2); 
 HashElem elem[M]; 
 srand(time(NULL)); // srand(time(nullptr)); 
 for (int i = 0; i < M; i++) 
 elem[i] = rand() % M + 1; 
 hash.Add(&elem[i]); 
 } 
 ... 
} 
 
 
5. zadatak 
 
 
 
a) (3 boda) Izračunati LPS polje koje se koristi u Knuth-
Morris-Pratt algoritmu za niz prikazan u tablici: 
 
A A A B B B A A A B 
0 1 2 0 0 0 1 2 3 4 
 
b) (2 boda) Izračunajte Levenshteinovu udaljenost riječi 
„algoritmi“ i „al-khwarizmi“. 
 
Rezultat: LD = 6 ______________________",3,Vezana lista,0.068950914,ZI_svi_do_2026.pdf,10.0,5.0,10.0,0.5,2.0,detail,6.0,queue|string_algos,Zadatak 5. (5 bodova) Izračunati LPS polje...,0.6
ZI|2023-02-02|1,ZI,2023-02-02,1,"Zadan je razred BStablo kojim se implementira binarno stablo: 
template <typename T> class BStablo { 
public: 
 BStablo() : korijen(nullptr) {} 
 void unos(const T& elem); 
 … 
protected: 
 struct Cvor { 
 
 T elem; 
 shared_ptr<Cvor> lijevo, desno; 
 Cvor(const T &novi) : … 
 
 } 
 shared_ptr<Cvor> korijen; 
 … 
}; 
 
Primjeri: 
brojPuteva(12) treba vratiti 3, 
jer postoje tri puta na kojima su svi 
elementi manji od 12 (4 --> 3 --> 1 
--> 2, 4 --> 6 --> 7, 4 --> 6 --> 5); 
brojPuteva(5) treba vratiti 1, jer 
postoji jedan put na kojemu su svi 
elementi manji od 5 (4 --> 3 --> 1--
> 2); 
brojPuteva(4) treba vratiti 0, jer 
ne postoji niti jedan put na kojemu 
su svi elementi manji od 4; 
a) Potrebno je napisati javni funkcijski član koji će odrediti i vratiti broj puteva koji počinju u korijenu stabla i 
završavaju u nekom od listova stabla, a gdje su vrijednosti svih elemenata na putu od korijena do lista (uključujući 
list) manje od zadane vrijednosti elem (vidjeti primjere). Prototip funkcijskog člana je: 
int brojPuteva(T elem); 
Dozvoljeno je koristiti pomoćni funkcijski član, koji također treba napisati. 
b) Potrebno je napisati odsječak glavnog programa u kojemu se definiraju potrebne varijable i poziva funkcijski član 
brojPuteva. 
c) Za svoju implementaciju funkcijskog člana brojPuteva navedite, ako je moguće, vrijeme izvođenja u Θ notaciji, a 
ako nije moguće, navedite vremena izvođenja u O i Ω notaciji. 
Napomena: Pretpostavite da su definirani svi potrebni operatori za tip T (za usporedbu itd.).",4,Binarno stablo,0.06345817,ZI_svi_do_2026.pdf,14.0,10.0,30.0,0.3333333333,3.0,core,6.0,bst|queue,Zadatak 1. (10 bodova) Zadan je razred BStablo...,0.05263157894736842
ZI|2023-02-02|2,ZI,2023-02-02,2,"RJEŠENJA UPISATI NA OVOME PAPIRU 

Zadan je graf G = (V, E), čiji je skup vrhova V = {A, B, C, D, E, F} (vidjeti sliku). Počevši od vrha A, napišite redoslijed 
obilaska vrhova sljedećim algoritmima (neobiđene susjedne vrhova grafa odabirati abecednim redoslijedom): 
 
a) nerekurzivni obilazak grafa u dubinu (DFS) 
 
Rješenje: 
b) nerekurzivni obilazak grafa u širinu (BFS) 
 
Rješenje:",7,Graf,0.09119817,ZI_svi_do_2026.pdf,14.0,10.0,30.0,0.3333333333,3.0,core,6.0,graph|queue,Zadatak 2. (10 bodova) Zadan je graf...,0.16666666666666666
ZI|2023-02-02|3,ZI,2023-02-02,3,"Zadan je niz brojeva: 
1, 7, 5, 4, 1, 2, 8 
Za zadani niz brojeva prikažite stvaranje gomile minheap pomoću algoritma čije je vrijeme izvođenja O(n) (za n 
članova polja). U svakom koraku algoritma u kojemu se obavlja zamjena trebaju biti označeni članovi polja koji su 
zamijenjeni te treba prikazati polje nakon svake zamjene. 
Nakon toga je potrebno korištenjem algoritma heapsort sortirati elemente polja silazno. Prikazati sadržaj polja 
nakon svakog poziva funkcije podesi nad korijenskim čvorom. Prikaz rada algoritma zaustaviti nakon trećeg poziva 
funkcije podesi nad korijenskim čvorom.",5,Gomila,0.05326886,ZI_svi_do_2026.pdf,15.0,10.0,30.0,0.3333333333,3.0,core,5.0,complexity|heap,Zadatak 3. (10 bodova) Zadan je niz brojeva...,0.5333333333333333
ZI|2023-02-02|4,ZI,2023-02-02,4,"Zadana su sučelja koja služe implementaciji tablice raspršenog adresiranja. 
template <typename T, typename K> 
class IHashableValue { 
 public: 
 virtual K GetKey() const = 0; 
}; 
 
template <typename T, typename K> 
class IHash { 
 protected: 
 size_t size; 
 IHashableValue<T, K> **hash; 
 
 public: 
 IHashableValue<T, K> *Get(K key); 
 void Add(IHashableValue<T, K> *element); 
 float AvgCollisions(); 
}; 
Svaki objekt koji se upisuje u tablicu raspršenog adresiranja implementira sučelje IHashableValue. Varijabla 
IHashableValue<T, K> **hash služi pohrani tablice raspršenog adresiranja, a varijabla size određuje veličinu 
tablice. 
Potrebno je napisati klasu HashChaining koja implementira sučelje IHash tako da koristi ulančavanje. Klasa 
HashChaining treba imati implementirane metode Add, Get i AvgCollisions. 
Metoda AvgCollisions vraća prosječni broj kolizija koji se dogodio prilikom unosa elemenata u hash-tablicu. Primjer 
za hash-tablicu veličine 3 je prikazan tablično. 
Indeks 
Upisano 
Napomena 
Prosječan broj kolizija za navedeni primjer 
je 1 = (2 + 0 + 1)/3. 
 
0 
a, b, c 
Upisana tri elementa (dvije kolizije) 
1 
b 
Upisan jedan element (nula kolizija) 
2 
c, d 
Upisana dva elementa (jedna kolizija) 
Napomena: Potrebno je implementirati sve dodatne klase koje nedostaju da bi hash ulančavanjem bio funkcionalan. 
Konstruktor i destruktor nije potrebno implementirati. 
Kao funkciju raspršenja potrebno je koristiti unaprijed definiranu funkciju int HashMultiplicationMethod1(int key, 
int hash_size). Tu funkciju nije potrebno implementirati.",6,Hash tablica,0.037110437,ZI_svi_do_2026.pdf,15.0,10.0,30.0,0.3333333333,3.0,core,3.0,hashing,Zadatak 4. (10 bodova) Zadana su sučelja...,0.4117647058823529
ZI|2023-02-02|5,ZI,2023-02-02,5,"RJEŠENJA UPISATI NA OVOME PAPIRU 

Za zadane zadatke odgovor upišite u predviđena polja. 
a) (3 boda) Izračunati LPS polje koje se koristi u Knuth-
Morris-Pratt algoritmu za niz prikazan u tablici: 
 
A B C C B B B C C B 
 
 
 
 
 
 
 
 
 
 
 
b) (2 boda) Izračunajte Levenshteinovu udaljenost riječi 
„mala“ i „galama“. 
 
Rezultat: LD = ______________________ 
 
 
 
 
 

 
Rješenje 
1.zadatak (10 bodova) 
a) 
// javni funkcijski član: 
int brojPuteva(T elem) { 
 
return brojPuteva (korijen, elem); 
} 
 
// pomoćni funkcijski član (protected): 
 
int brojPuteva (shared_ptr<Cvor>& cvor, T elem) { 
if (!cvor) return 0; 
 
// list 
 
if (!cvor->lijevo && !cvor->desno) 
 
 
return cvor->elem < elem ? 1: 0; 
 
 
// unutarnji čvor ili korijen 
 
if (cvor->elem >= elem) return 0; 
 
// else 
 
int brLijevo = brojPuteva (cvor->lijevo, elem); 
 
int brDesno = brojPuteva (cvor->desno, elem); 
 
return brLijevo + brDesno; 
} 
 
b) 
// odsječak glavnog programa 
BStablo<int> bstablo = BStablo<int>(); 
cout << bstablo.brojPuteva(5) << endl; 
 
c) 
 
Ω(1), O(n) za n čvorova u stablu 
 
2. zadatak (10 bodova) 
 
a) DFS 
A F E D C B 
 
b) BFS 
 
A B C D F E 
 
 
3. zadatak (10 bodova) 
 
Minheap 
 
1, 7, 5, 4, 1, 2, 8 
1, 7, 2, 4, 1, 5, 8 
1, 1, 2, 4, 7, 5, 8 
 
Heapsort (prva tri poziva podesi) 
 
1, 1, 2, 4, 7, 5, 8 
8, 1, 2, 4, 7, 5, 1 (podesi) 

 
1, 4, 2, 8, 7, 5, 1 
5, 4, 2, 8, 7, 1, 1 (podesi) 
2, 4, 5, 8, 7, 1, 1 
7, 4, 5, 8, 2, 1, 1 (podesi) 
4, 7, 5, 8, 2, 1, 1 
 
 
4. zadatak (10 bodova) 
 
template <typename T, typename K> class HashElement { 
 public: 
 IHashableValue<T, K> *value; 
 HashElement *next; 
 HashElement(IHashableValue<T, K> *value) { this->value = value; } 
}; 
 
 
template <typename T, typename K> class HashChaining : public IHash<T, K> { 
 private: 
 HashElement<T, K> **hash; 
 
 public: 
 virtual void Add(IHashableValue<T, K> *element) const { 
 int i = HashMultiplicationMethod1(element->GetKey(), this->size); 
 HashElement<T, K> *el = new HashElement<T, K>(element); 
 el->next = hash[i]; 
 hash[i] = el; 
 } 
 
 virtual IHashableValue<T, K> *Get(K key) const { 
 int i = HashMultiplicationMethod1(key, this->size); 
 HashElement<T, K> *head; 
 for (head = hash[i]; head && (head->value->GetKey() != key); 
 head = head->next) 
 ; 
 if (head == nullptr) 
 return nullptr; 
 return head->value; 
 } 
 
 float AvgCollisions(){ 
 int colls = 0; 
 for(int i=0; i<this->size; i++){ 
 if(hash[i] != nullptr){ 
 HashElement<T, K> *pom = hash[i]; 
 pom = pom->next; 
 while(pom){ 
 colls++; 
 pom = pom->next; 
 } 
 } 
 } 
 return (float)colls/this->size; 
 } 
}; 
 

 
 
5. zadatak 
 
 
a) (3 boda) Izračunati LPS polje koje se koristi u Knuth-
Morris-Pratt algoritmu za niz prikazan u tablici: 
 
A B C C B 
B B 
C C 
B 
0 0 0 0 0 0 0 0 0 0 
 
b) (2 boda) Izračunajte Levenshteinovu udaljenost riječi 
„mala“ i „galama“. 
 
Rezultat: LD = 3 ______________________ 
 
 

 
e",10,KMP,0.086919114,ZI_svi_do_2026.pdf,15.0,5.0,10.0,0.5,2.0,detail,6.0,queue|string_algos,Zadatak 5. (5 bodova) Izračunati LPS polje...,1.0
